sample,user,multiplier,expected_result,result
data/vox1/Amitabh_Bachchan/test_positive/Amitabh_Bachchan_file63.wav,Miranda_Hart,25.0,False,False
data/vox1/Amitabh_Bachchan/test_positive/Amitabh_Bachchan_file8.wav,Miranda_Hart,1.0,False,False
data/vox1/Nicole_Beharie/test_positive/Nicole_Beharie_file66.wav,Andy_Samberg,0.04,False,False
data/vox1/Nicole_Beharie/test_positive/Nicole_Beharie_file1.wav,Andy_Samberg,1.0,False,False
data/vox1/Nicole_Beharie/test_positive/Nicole_Beharie_file62.wav,Andy_Samberg,0.04,False,False
data/vox1/Nicole_Beharie/test_positive/Nicole_Beharie_file9.wav,Andy_Samberg,25.0,False,False
data/vox1/Nicole_Beharie/test_positive/Nicole_Beharie_file55.wav,Andy_Samberg,1.0,False,False
data/vox1/Keri_Russell/test_positive/Keri_Russell_file31.wav,Avan_Jogia,1.0,False,False
data/vox1/Keri_Russell/test_positive/Keri_Russell_file22.wav,Avan_Jogia,1.0,False,False
data/vox1/Keri_Russell/test_positive/Keri_Russell_file11.wav,Avan_Jogia,0.04,False,False
data/vox1/Keri_Russell/test_positive/Keri_Russell_file66.wav,Avan_Jogia,0.04,False,False
data/vox1/Keri_Russell/test_positive/Keri_Russell_file19.wav,Avan_Jogia,1.0,False,False
data/vox1/Heidi_Montag/test_positive/Heidi_Montag_file8.wav,Dermot_Mulroney,25.0,False,False
data/vox1/Heidi_Montag/test_positive/Heidi_Montag_file48.wav,Dermot_Mulroney,25.0,False,False
data/vox1/Heidi_Montag/test_positive/Heidi_Montag_file33.wav,Dermot_Mulroney,0.04,False,False
data/vox1/Heidi_Montag/test_positive/Heidi_Montag_file53.wav,Dermot_Mulroney,1.0,False,False
data/vox1/Heidi_Montag/test_positive/Heidi_Montag_file5.wav,Dermot_Mulroney,25.0,False,False
data/vox1/Jeremy_Shada/test_positive/Jeremy_Shada_file78.wav,Kate_Mansi,25.0,False,False
data/vox1/Jeremy_Shada/test_positive/Jeremy_Shada_file90.wav,Kate_Mansi,1.0,False,False
data/vox1/Jeremy_Shada/test_positive/Jeremy_Shada_file201.wav,Kate_Mansi,25.0,False,False
data/vox1/Jeremy_Shada/test_positive/Jeremy_Shada_file67.wav,Kate_Mansi,25.0,False,False
data/vox1/Jeremy_Shada/test_positive/Jeremy_Shada_file221.wav,Kate_Mansi,0.04,False,False
data/vox1/Paul_Feig/test_positive/Paul_Feig_file70.wav,Luc_Besson,1.0,False,True
data/vox1/Paul_Feig/test_positive/Paul_Feig_file182.wav,Luc_Besson,1.0,False,False
data/vox1/Paul_Feig/test_positive/Paul_Feig_file283.wav,Luc_Besson,1.0,False,False
data/vox1/Paul_Feig/test_positive/Paul_Feig_file69.wav,Luc_Besson,0.04,False,True
data/vox1/Paul_Feig/test_positive/Paul_Feig_file216.wav,Luc_Besson,25.0,False,False
data/vox1/Ron_Jeremy/test_positive/Ron_Jeremy_file59.wav,Susan_Lucci,1.0,False,False
data/vox1/Ron_Jeremy/test_positive/Ron_Jeremy_file79.wav,Susan_Lucci,25.0,False,False
data/vox1/Ron_Jeremy/test_positive/Ron_Jeremy_file17.wav,Susan_Lucci,0.04,False,False
data/vox1/Ron_Jeremy/test_positive/Ron_Jeremy_file11.wav,Susan_Lucci,0.04,False,True
data/vox1/Ron_Jeremy/test_positive/Ron_Jeremy_file73.wav,Susan_Lucci,1.0,False,False
data/vox1/Danielle_Campbell/test_positive/Danielle_Campbell_file26.wav,Tristan_Wilds,25.0,False,False
data/vox1/Danielle_Campbell/test_positive/Danielle_Campbell_file35.wav,Tristan_Wilds,1.0,False,False
data/vox1/Danielle_Campbell/test_positive/Danielle_Campbell_file64.wav,Tristan_Wilds,0.04,False,False
data/vox1/Danielle_Campbell/test_positive/Danielle_Campbell_file62.wav,Tristan_Wilds,1.0,False,False
data/vox1/Danielle_Campbell/test_positive/Danielle_Campbell_file42.wav,Tristan_Wilds,1.0,False,False
data/vox1/Holliday_Grainger/test_positive/Holliday_Grainger_file232.wav,Raini_Rodriguez,25.0,False,False
data/vox1/Holliday_Grainger/test_positive/Holliday_Grainger_file209.wav,Raini_Rodriguez,0.04,False,False
data/vox1/Holliday_Grainger/test_positive/Holliday_Grainger_file168.wav,Raini_Rodriguez,25.0,False,False
data/vox1/Holliday_Grainger/test_positive/Holliday_Grainger_file180.wav,Raini_Rodriguez,1.0,False,False
data/vox1/Holliday_Grainger/test_positive/Holliday_Grainger_file70.wav,Raini_Rodriguez,1.0,False,False
data/vox1/S._Epatha_Merkerson/test_positive/S._Epatha_Merkerson_file113.wav,Cilla_Black,1.0,False,False
data/vox1/S._Epatha_Merkerson/test_positive/S._Epatha_Merkerson_file159.wav,Cilla_Black,0.04,False,False
data/vox1/S._Epatha_Merkerson/test_positive/S._Epatha_Merkerson_file201.wav,Cilla_Black,25.0,False,False
data/vox1/S._Epatha_Merkerson/test_positive/S._Epatha_Merkerson_file119.wav,Cilla_Black,25.0,False,False
data/vox1/S._Epatha_Merkerson/test_positive/S._Epatha_Merkerson_file87.wav,Cilla_Black,0.04,False,False
data/vox1/Greta_Gerwig/test_positive/Greta_Gerwig_file195.wav,Damian_Lewis,25.0,False,False
data/vox1/Greta_Gerwig/test_positive/Greta_Gerwig_file308.wav,Damian_Lewis,0.04,False,False
data/vox1/Greta_Gerwig/test_positive/Greta_Gerwig_file50.wav,Damian_Lewis,25.0,False,False
data/vox1/Greta_Gerwig/test_positive/Greta_Gerwig_file256.wav,Damian_Lewis,1.0,False,False
data/vox1/Greta_Gerwig/test_positive/Greta_Gerwig_file201.wav,Damian_Lewis,1.0,False,False
data/vox1/Lily_Collins/test_positive/Lily_Collins_file41.wav,Kylie_Minogue,0.04,False,True
data/vox1/Lily_Collins/test_positive/Lily_Collins_file67.wav,Kylie_Minogue,0.04,False,False
data/vox1/Lily_Collins/test_positive/Lily_Collins_file89.wav,Kylie_Minogue,25.0,False,False
data/vox1/Lily_Collins/test_positive/Lily_Collins_file49.wav,Kylie_Minogue,25.0,False,False
data/vox1/Lily_Collins/test_positive/Lily_Collins_file4.wav,Kylie_Minogue,0.04,False,False
data/vox1/Chiwetel_Ejiofor/test_positive/Chiwetel_Ejiofor_file1.wav,David_Morrissey,1.0,False,True
data/vox1/Chiwetel_Ejiofor/test_positive/Chiwetel_Ejiofor_file23.wav,David_Morrissey,1.0,False,True
data/vox1/Chiwetel_Ejiofor/test_positive/Chiwetel_Ejiofor_file2.wav,David_Morrissey,0.04,False,True
data/vox1/Chiwetel_Ejiofor/test_positive/Chiwetel_Ejiofor_file120.wav,David_Morrissey,25.0,False,False
data/vox1/Chiwetel_Ejiofor/test_positive/Chiwetel_Ejiofor_file56.wav,David_Morrissey,25.0,False,False
data/vox1/Lisa_Whelchel/test_positive/Lisa_Whelchel_file68.wav,Seth_Green,25.0,False,False
data/vox1/Lisa_Whelchel/test_positive/Lisa_Whelchel_file51.wav,Seth_Green,0.04,False,False
data/vox1/Lisa_Whelchel/test_positive/Lisa_Whelchel_file46.wav,Seth_Green,25.0,False,False
data/vox1/Lisa_Whelchel/test_positive/Lisa_Whelchel_file15.wav,Seth_Green,1.0,False,False
data/vox1/Lisa_Whelchel/test_positive/Lisa_Whelchel_file37.wav,Seth_Green,1.0,False,False
data/vox1/Laura_Dern/test_positive/Laura_Dern_file16.wav,Kristen_Schaal,0.04,False,False
data/vox1/Laura_Dern/test_positive/Laura_Dern_file94.wav,Kristen_Schaal,1.0,False,False
data/vox1/Laura_Dern/test_positive/Laura_Dern_file104.wav,Kristen_Schaal,0.04,False,False
data/vox1/Laura_Dern/test_positive/Laura_Dern_file1.wav,Kristen_Schaal,1.0,False,False
data/vox1/Laura_Dern/test_positive/Laura_Dern_file63.wav,Kristen_Schaal,25.0,False,False
data/vox1/Katy_Perry/test_positive/Katy_Perry_file3.wav,Victoria_Justice,0.04,False,True
data/vox1/Katy_Perry/test_positive/Katy_Perry_file79.wav,Victoria_Justice,25.0,False,False
data/vox1/Katy_Perry/test_positive/Katy_Perry_file135.wav,Victoria_Justice,1.0,False,True
data/vox1/Katy_Perry/test_positive/Katy_Perry_file40.wav,Victoria_Justice,1.0,False,True
data/vox1/Katy_Perry/test_positive/Katy_Perry_file84.wav,Victoria_Justice,1.0,False,True
data/vox1/Max_Schneider/test_positive/Max_Schneider_file83.wav,Kelly_Macdonald,25.0,False,False
data/vox1/Max_Schneider/test_positive/Max_Schneider_file78.wav,Kelly_Macdonald,0.04,False,False
data/vox1/Max_Schneider/test_positive/Max_Schneider_file69.wav,Kelly_Macdonald,25.0,False,False
data/vox1/Max_Schneider/test_positive/Max_Schneider_file58.wav,Kelly_Macdonald,0.04,False,False
data/vox1/Max_Schneider/test_positive/Max_Schneider_file54.wav,Kelly_Macdonald,1.0,False,False
data/vox1/Melody_Thomas_Scott/test_positive/Melody_Thomas_Scott_file5.wav,Kate_Voegele,1.0,False,False
data/vox1/Melody_Thomas_Scott/test_positive/Melody_Thomas_Scott_file73.wav,Kate_Voegele,25.0,False,False
data/vox1/Melody_Thomas_Scott/test_positive/Melody_Thomas_Scott_file64.wav,Kate_Voegele,25.0,False,False
data/vox1/Melody_Thomas_Scott/test_positive/Melody_Thomas_Scott_file3.wav,Kate_Voegele,25.0,False,False
data/vox1/Melody_Thomas_Scott/test_positive/Melody_Thomas_Scott_file15.wav,Kate_Voegele,1.0,False,False
data/vox1/Kiernan_Shipka/test_positive/Kiernan_Shipka_file24.wav,Adam_Beach,25.0,False,False
data/vox1/Kiernan_Shipka/test_positive/Kiernan_Shipka_file73.wav,Adam_Beach,1.0,False,False
data/vox1/Kiernan_Shipka/test_positive/Kiernan_Shipka_file31.wav,Adam_Beach,1.0,False,False
data/vox1/Kiernan_Shipka/test_positive/Kiernan_Shipka_file51.wav,Adam_Beach,25.0,False,False
data/vox1/Kiernan_Shipka/test_positive/Kiernan_Shipka_file62.wav,Adam_Beach,25.0,False,False
data/vox1/Cameron_Boyce/test_positive/Cameron_Boyce_file24.wav,Cory_Monteith,25.0,False,False
data/vox1/Cameron_Boyce/test_positive/Cameron_Boyce_file15.wav,Cory_Monteith,25.0,False,False
data/vox1/Cameron_Boyce/test_positive/Cameron_Boyce_file13.wav,Cory_Monteith,1.0,False,False
data/vox1/Cameron_Boyce/test_positive/Cameron_Boyce_file62.wav,Cory_Monteith,1.0,False,False
data/vox1/Cameron_Boyce/test_positive/Cameron_Boyce_file19.wav,Cory_Monteith,0.04,False,True
data/vox1/Hill_Harper/test_positive/Hill_Harper_file39.wav,Kendra_Wilkinson,0.04,False,False
data/vox1/Hill_Harper/test_positive/Hill_Harper_file51.wav,Kendra_Wilkinson,25.0,False,False
data/vox1/Hill_Harper/test_positive/Hill_Harper_file22.wav,Kendra_Wilkinson,0.04,False,False
data/vox1/Hill_Harper/test_positive/Hill_Harper_file28.wav,Kendra_Wilkinson,1.0,False,False
data/vox1/Hill_Harper/test_positive/Hill_Harper_file15.wav,Kendra_Wilkinson,0.04,False,False
data/vox1/Molly_Ringwald/test_positive/Molly_Ringwald_file126.wav,Katey_Sagal,0.04,False,False
data/vox1/Molly_Ringwald/test_positive/Molly_Ringwald_file61.wav,Katey_Sagal,1.0,False,True
data/vox1/Molly_Ringwald/test_positive/Molly_Ringwald_file36.wav,Katey_Sagal,0.04,False,True
data/vox1/Molly_Ringwald/test_positive/Molly_Ringwald_file122.wav,Katey_Sagal,0.04,False,False
data/vox1/Molly_Ringwald/test_positive/Molly_Ringwald_file52.wav,Katey_Sagal,1.0,False,False
data/vox1/Tim_Burton/test_positive/Tim_Burton_file46.wav,Steve_Carell,1.0,False,False
data/vox1/Tim_Burton/test_positive/Tim_Burton_file20.wav,Steve_Carell,25.0,False,False
data/vox1/Tim_Burton/test_positive/Tim_Burton_file17.wav,Steve_Carell,25.0,False,False
data/vox1/Tim_Burton/test_positive/Tim_Burton_file77.wav,Steve_Carell,0.04,False,False
data/vox1/Tim_Burton/test_positive/Tim_Burton_file57.wav,Steve_Carell,1.0,False,False
data/vox1/India_de_Beaufort/test_positive/India_de_Beaufort_file24.wav,Hugh_Jackman,25.0,False,False
data/vox1/India_de_Beaufort/test_positive/India_de_Beaufort_file37.wav,Hugh_Jackman,0.04,False,False
data/vox1/India_de_Beaufort/test_positive/India_de_Beaufort_file55.wav,Hugh_Jackman,0.04,False,False
data/vox1/India_de_Beaufort/test_positive/India_de_Beaufort_file17.wav,Hugh_Jackman,0.04,False,False
data/vox1/India_de_Beaufort/test_positive/India_de_Beaufort_file1.wav,Hugh_Jackman,25.0,False,False
data/vox1/Freida_Pinto/test_positive/Freida_Pinto_file119.wav,Tatyana_Ali,0.04,False,False
data/vox1/Freida_Pinto/test_positive/Freida_Pinto_file104.wav,Tatyana_Ali,0.04,False,False
data/vox1/Freida_Pinto/test_positive/Freida_Pinto_file93.wav,Tatyana_Ali,25.0,False,False
data/vox1/Freida_Pinto/test_positive/Freida_Pinto_file91.wav,Tatyana_Ali,25.0,False,True
data/vox1/Freida_Pinto/test_positive/Freida_Pinto_file77.wav,Tatyana_Ali,25.0,False,False
data/vox1/Jeremy_Clarkson/test_positive/Jeremy_Clarkson_file31.wav,Drew_Carey,1.0,False,False
data/vox1/Jeremy_Clarkson/test_positive/Jeremy_Clarkson_file71.wav,Drew_Carey,25.0,False,False
data/vox1/Jeremy_Clarkson/test_positive/Jeremy_Clarkson_file80.wav,Drew_Carey,1.0,False,True
data/vox1/Jeremy_Clarkson/test_positive/Jeremy_Clarkson_file95.wav,Drew_Carey,0.04,False,True
data/vox1/Jeremy_Clarkson/test_positive/Jeremy_Clarkson_file77.wav,Drew_Carey,1.0,False,True
data/vox1/David_Morse/test_positive/David_Morse_file46.wav,Leslie_Mann,1.0,False,False
data/vox1/David_Morse/test_positive/David_Morse_file37.wav,Leslie_Mann,0.04,False,False
data/vox1/David_Morse/test_positive/David_Morse_file31.wav,Leslie_Mann,0.04,False,False
data/vox1/David_Morse/test_positive/David_Morse_file33.wav,Leslie_Mann,25.0,False,False
data/vox1/David_Morse/test_positive/David_Morse_file19.wav,Leslie_Mann,0.04,False,False
data/vox1/Carrie_Underwood/test_positive/Carrie_Underwood_file119.wav,Lin_Shaye,1.0,False,False
data/vox1/Carrie_Underwood/test_positive/Carrie_Underwood_file46.wav,Lin_Shaye,0.04,False,False
data/vox1/Carrie_Underwood/test_positive/Carrie_Underwood_file17.wav,Lin_Shaye,0.04,False,False
data/vox1/Carrie_Underwood/test_positive/Carrie_Underwood_file168.wav,Lin_Shaye,25.0,False,False
data/vox1/Carrie_Underwood/test_positive/Carrie_Underwood_file209.wav,Lin_Shaye,0.04,False,False
data/vox1/Janina_Gavankar/test_positive/Janina_Gavankar_file39.wav,Jorge_Garcia,0.04,False,False
data/vox1/Janina_Gavankar/test_positive/Janina_Gavankar_file42.wav,Jorge_Garcia,25.0,False,False
data/vox1/Janina_Gavankar/test_positive/Janina_Gavankar_file62.wav,Jorge_Garcia,1.0,False,False
data/vox1/Janina_Gavankar/test_positive/Janina_Gavankar_file26.wav,Jorge_Garcia,0.04,False,False
data/vox1/Janina_Gavankar/test_positive/Janina_Gavankar_file115.wav,Jorge_Garcia,0.04,False,False
data/vox1/Ajay_Devgn/test_positive/Ajay_Devgn_file90.wav,Alan_Alda,25.0,False,False
data/vox1/Ajay_Devgn/test_positive/Ajay_Devgn_file38.wav,Alan_Alda,25.0,False,False
data/vox1/Ajay_Devgn/test_positive/Ajay_Devgn_file15.wav,Alan_Alda,0.04,False,False
data/vox1/Ajay_Devgn/test_positive/Ajay_Devgn_file32.wav,Alan_Alda,1.0,False,False
data/vox1/Ajay_Devgn/test_positive/Ajay_Devgn_file139.wav,Alan_Alda,0.04,False,False
data/vox1/Aidan_Turner/test_positive/Aidan_Turner_file115.wav,Michael_Weatherly,0.04,False,True
data/vox1/Aidan_Turner/test_positive/Aidan_Turner_file48.wav,Michael_Weatherly,25.0,False,False
data/vox1/Aidan_Turner/test_positive/Aidan_Turner_file140.wav,Michael_Weatherly,25.0,False,False
data/vox1/Aidan_Turner/test_positive/Aidan_Turner_file84.wav,Michael_Weatherly,25.0,False,False
data/vox1/Aidan_Turner/test_positive/Aidan_Turner_file216.wav,Michael_Weatherly,0.04,False,False
data/vox1/Danica_McKellar/test_positive/Danica_McKellar_file91.wav,Jennifer_Esposito,1.0,False,False
data/vox1/Danica_McKellar/test_positive/Danica_McKellar_file77.wav,Jennifer_Esposito,0.04,False,False
data/vox1/Danica_McKellar/test_positive/Danica_McKellar_file46.wav,Jennifer_Esposito,25.0,False,False
data/vox1/Danica_McKellar/test_positive/Danica_McKellar_file79.wav,Jennifer_Esposito,1.0,False,False
data/vox1/Danica_McKellar/test_positive/Danica_McKellar_file64.wav,Jennifer_Esposito,0.04,False,False
data/vox1/Jack_Griffo/test_positive/Jack_Griffo_file31.wav,Sendhil_Ramamurthy,25.0,False,False
data/vox1/Jack_Griffo/test_positive/Jack_Griffo_file51.wav,Sendhil_Ramamurthy,0.04,False,False
data/vox1/Jack_Griffo/test_positive/Jack_Griffo_file1.wav,Sendhil_Ramamurthy,0.04,False,False
data/vox1/Jack_Griffo/test_positive/Jack_Griffo_file44.wav,Sendhil_Ramamurthy,1.0,False,False
data/vox1/Jack_Griffo/test_positive/Jack_Griffo_file7.wav,Sendhil_Ramamurthy,0.04,False,False
data/vox1/Lea_Thompson/test_positive/Lea_Thompson_file13.wav,Jeremy_Piven,25.0,False,False
data/vox1/Lea_Thompson/test_positive/Lea_Thompson_file15.wav,Jeremy_Piven,25.0,False,False
data/vox1/Lea_Thompson/test_positive/Lea_Thompson_file51.wav,Jeremy_Piven,0.04,False,False
data/vox1/Lea_Thompson/test_positive/Lea_Thompson_file37.wav,Jeremy_Piven,0.04,False,False
data/vox1/Lea_Thompson/test_positive/Lea_Thompson_file28.wav,Jeremy_Piven,25.0,False,False
data/vox1/Sheryl_Lee_Ralph/test_positive/Sheryl_Lee_Ralph_file73.wav,Cheryl_Ladd,25.0,False,False
data/vox1/Sheryl_Lee_Ralph/test_positive/Sheryl_Lee_Ralph_file80.wav,Cheryl_Ladd,25.0,False,False
data/vox1/Sheryl_Lee_Ralph/test_positive/Sheryl_Lee_Ralph_file51.wav,Cheryl_Ladd,1.0,False,False
data/vox1/Sheryl_Lee_Ralph/test_positive/Sheryl_Lee_Ralph_file24.wav,Cheryl_Ladd,0.04,False,False
data/vox1/Sheryl_Lee_Ralph/test_positive/Sheryl_Lee_Ralph_file99.wav,Cheryl_Ladd,1.0,False,False
data/vox1/Susanne_Bier/test_positive/Susanne_Bier_file33.wav,Matt_Smith,0.04,False,False
data/vox1/Susanne_Bier/test_positive/Susanne_Bier_file40.wav,Matt_Smith,0.04,False,False
data/vox1/Susanne_Bier/test_positive/Susanne_Bier_file37.wav,Matt_Smith,25.0,False,False
data/vox1/Susanne_Bier/test_positive/Susanne_Bier_file66.wav,Matt_Smith,0.04,False,False
data/vox1/Susanne_Bier/test_positive/Susanne_Bier_file9.wav,Matt_Smith,1.0,False,False
data/vox1/Jessica_De_Gouw/test_positive/Jessica_De_Gouw_file48.wav,Josh_Radnor,25.0,False,False
data/vox1/Jessica_De_Gouw/test_positive/Jessica_De_Gouw_file46.wav,Josh_Radnor,0.04,False,False
data/vox1/Jessica_De_Gouw/test_positive/Jessica_De_Gouw_file24.wav,Josh_Radnor,0.04,False,False
data/vox1/Jessica_De_Gouw/test_positive/Jessica_De_Gouw_file55.wav,Josh_Radnor,0.04,False,False
data/vox1/Jessica_De_Gouw/test_positive/Jessica_De_Gouw_file13.wav,Josh_Radnor,1.0,False,False
data/vox1/Jonathan_Rhys_Meyers/test_positive/Jonathan_Rhys_Meyers_file11.wav,Sienna_Guillory,1.0,False,False
data/vox1/Jonathan_Rhys_Meyers/test_positive/Jonathan_Rhys_Meyers_file8.wav,Sienna_Guillory,1.0,False,False
data/vox1/Jonathan_Rhys_Meyers/test_positive/Jonathan_Rhys_Meyers_file44.wav,Sienna_Guillory,25.0,False,False
data/vox1/Jonathan_Rhys_Meyers/test_positive/Jonathan_Rhys_Meyers_file19.wav,Sienna_Guillory,25.0,False,False
data/vox1/Jonathan_Rhys_Meyers/test_positive/Jonathan_Rhys_Meyers_file26.wav,Sienna_Guillory,1.0,False,False
data/vox1/Miranda_Kerr/test_positive/Miranda_Kerr_file8.wav,Ryan_Ochoa,0.04,False,False
data/vox1/Miranda_Kerr/test_positive/Miranda_Kerr_file39.wav,Ryan_Ochoa,0.04,False,False
data/vox1/Miranda_Kerr/test_positive/Miranda_Kerr_file55.wav,Ryan_Ochoa,25.0,False,False
data/vox1/Miranda_Kerr/test_positive/Miranda_Kerr_file59.wav,Ryan_Ochoa,0.04,False,True
data/vox1/Miranda_Kerr/test_positive/Miranda_Kerr_file17.wav,Ryan_Ochoa,0.04,False,False
data/vox1/Jonathan_Jackson/test_positive/Jonathan_Jackson_file135.wav,Stan_Lee,1.0,False,False
data/vox1/Jonathan_Jackson/test_positive/Jonathan_Jackson_file53.wav,Stan_Lee,1.0,False,False
data/vox1/Jonathan_Jackson/test_positive/Jonathan_Jackson_file44.wav,Stan_Lee,25.0,False,False
data/vox1/Jonathan_Jackson/test_positive/Jonathan_Jackson_file20.wav,Stan_Lee,25.0,False,False
data/vox1/Jonathan_Jackson/test_positive/Jonathan_Jackson_file68.wav,Stan_Lee,1.0,False,False
data/vox1/Irina_Shayk/test_positive/Irina_Shayk_file62.wav,Cher,0.04,False,False
data/vox1/Irina_Shayk/test_positive/Irina_Shayk_file26.wav,Cher,1.0,False,False
data/vox1/Irina_Shayk/test_positive/Irina_Shayk_file48.wav,Cher,25.0,False,False
data/vox1/Irina_Shayk/test_positive/Irina_Shayk_file3.wav,Cher,25.0,False,False
data/vox1/Irina_Shayk/test_positive/Irina_Shayk_file24.wav,Cher,25.0,False,False
data/vox1/Rob_Dyrdek/test_positive/Rob_Dyrdek_file66.wav,Sean_Kanan,1.0,False,True
data/vox1/Rob_Dyrdek/test_positive/Rob_Dyrdek_file24.wav,Sean_Kanan,1.0,False,True
data/vox1/Rob_Dyrdek/test_positive/Rob_Dyrdek_file39.wav,Sean_Kanan,25.0,False,False
data/vox1/Rob_Dyrdek/test_positive/Rob_Dyrdek_file71.wav,Sean_Kanan,25.0,False,False
data/vox1/Rob_Dyrdek/test_positive/Rob_Dyrdek_file79.wav,Sean_Kanan,0.04,False,True
data/vox1/Bobby_Cannavale/test_positive/Bobby_Cannavale_file142.wav,Dove_Cameron,0.04,False,False
data/vox1/Bobby_Cannavale/test_positive/Bobby_Cannavale_file11.wav,Dove_Cameron,0.04,False,False
data/vox1/Bobby_Cannavale/test_positive/Bobby_Cannavale_file148.wav,Dove_Cameron,25.0,False,False
data/vox1/Bobby_Cannavale/test_positive/Bobby_Cannavale_file151.wav,Dove_Cameron,0.04,False,False
data/vox1/Bobby_Cannavale/test_positive/Bobby_Cannavale_file173.wav,Dove_Cameron,0.04,False,False
data/vox1/Judith_Light/test_positive/Judith_Light_file89.wav,Dawn_Wells,25.0,False,False
data/vox1/Judith_Light/test_positive/Judith_Light_file21.wav,Dawn_Wells,25.0,False,False
data/vox1/Judith_Light/test_positive/Judith_Light_file45.wav,Dawn_Wells,25.0,False,False
data/vox1/Judith_Light/test_positive/Judith_Light_file61.wav,Dawn_Wells,25.0,False,False
data/vox1/Judith_Light/test_positive/Judith_Light_file47.wav,Dawn_Wells,1.0,False,True
data/vox1/Bingbing_Li/test_positive/Bingbing_Li_file39.wav,Jasmine_Guy,1.0,False,False
data/vox1/Bingbing_Li/test_positive/Bingbing_Li_file7.wav,Jasmine_Guy,1.0,False,False
data/vox1/Bingbing_Li/test_positive/Bingbing_Li_file95.wav,Jasmine_Guy,0.04,False,False
data/vox1/Bingbing_Li/test_positive/Bingbing_Li_file79.wav,Jasmine_Guy,0.04,False,False
data/vox1/Bingbing_Li/test_positive/Bingbing_Li_file57.wav,Jasmine_Guy,1.0,False,False
data/vox1/Shay_Mitchell/test_positive/Shay_Mitchell_file66.wav,Rob_Corddry,1.0,False,False
data/vox1/Shay_Mitchell/test_positive/Shay_Mitchell_file37.wav,Rob_Corddry,0.04,False,False
data/vox1/Shay_Mitchell/test_positive/Shay_Mitchell_file28.wav,Rob_Corddry,25.0,False,False
data/vox1/Shay_Mitchell/test_positive/Shay_Mitchell_file51.wav,Rob_Corddry,0.04,False,False
data/vox1/Shay_Mitchell/test_positive/Shay_Mitchell_file33.wav,Rob_Corddry,1.0,False,False
data/vox1/Stephen_Lang/test_positive/Stephen_Lang_file62.wav,Scott_Bakula,1.0,False,True
data/vox1/Stephen_Lang/test_positive/Stephen_Lang_file166.wav,Scott_Bakula,25.0,False,False
data/vox1/Stephen_Lang/test_positive/Stephen_Lang_file104.wav,Scott_Bakula,0.04,False,False
data/vox1/Stephen_Lang/test_positive/Stephen_Lang_file42.wav,Scott_Bakula,0.04,False,True
data/vox1/Stephen_Lang/test_positive/Stephen_Lang_file91.wav,Scott_Bakula,25.0,False,True
data/vox1/Ken_Jeong/test_positive/Ken_Jeong_file62.wav,Kristen_Bell,25.0,False,False
data/vox1/Ken_Jeong/test_positive/Ken_Jeong_file151.wav,Kristen_Bell,25.0,False,False
data/vox1/Ken_Jeong/test_positive/Ken_Jeong_file86.wav,Kristen_Bell,1.0,False,False
data/vox1/Ken_Jeong/test_positive/Ken_Jeong_file188.wav,Kristen_Bell,0.04,False,False
data/vox1/Ken_Jeong/test_positive/Ken_Jeong_file75.wav,Kristen_Bell,1.0,False,False
